name,year_start,year_end,position,height,height(inches),weight,birth_date,college
Sidney Moncrief,1980,1991,G,3-Jun,75,180,21-Sep-57,University of Arkansas
Sergei Monia,2006,2006,F,8-Jun,80,220,15-Apr-83,
Malik Monk,2018,2018,G,3-Jun,75,200,4-Feb-98,University of Kentucky
Greg Monroe,2011,2018,C,11-Jun,83,265,4-Jun-90,Georgetown University
Rodney Monroe,1992,1992,G,3-Jun,75,185,16-Apr-68,North Carolina State University
Luis Montero,2016,2016,G,7-Jun,79,185,6-Apr-93,Westchester CC
Eric Montross,1995,2002,C,Jul-00,84,270,23-Sep-71,University of North Carolina
Jamario Moon,2008,2012,F,8-Jun,80,205,13-Jun-80,Meridian Community College
Andre Moore,1988,1988,F,9-Jun,81,215,2-Jul-64,Loyola University of Chicago
E'Twaun Moore,2012,2018,G,4-Jun,76,191,28-Feb-89,Purdue University
Johnny Moore,1981,1990,G,1-Jun,73,175,3-Mar-58,University of Texas at Austin
Lowes Moore,1981,1983,G,1-Jun,73,170,5-May-57,West Virginia University
Mikki Moore,1999,2012,C,11-Jun,83,225,4-Nov-75,University of Nebraska
Ron Moore,1988,1988,C,Jul-00,84,260,16-Jan-62,West Virginia State University
Tracy Moore,1992,1997,G,4-Jun,76,200,28-Dec-65,University of Tulsa
Eric Moreland,2015,2018,F,10-Jun,82,238,24-Dec-91,Oregon State University
Guy Morgan,1983,1983,G,8-Jun,80,205,23-Aug-60,Wake Forest University
Darren Morningstar,1994,1994,C,10-Jun,82,235,22-Apr-69,University of Pittsburgh
Chris Morris,1989,1999,F,8-Jun,80,210,20-Jan-66,Auburn University
Darius Morris,2012,2015,G,4-Jun,76,190,3-Jan-91,University of Michigan
Isaiah Morris,1993,1993,F,8-Jun,80,229,2-Apr-69,University of Arkansas
Marcus Morris,2012,2018,F,9-Jun,81,235,2-Sep-89,University of Kansas
Markieff Morris,2012,2018,F,10-Jun,82,245,2-Sep-89,University of Kansas
Monte Morris,2018,2018,G,3-Jun,75,175,27-Jun-95,Iowa State University
Randolph Morris,2007,2010,C,10-Jun,82,266,2-Jan-86,University of Kentucky
Terence Morris,2002,2006,F,9-Jun,81,221,11-Jan-79,University of Maryland
Adam Morrison,2007,2010,F,8-Jun,80,205,19-Jul-84,Gonzaga University
Mike Morrison,1990,1990,G,4-Jun,76,195,16-Aug-67,Loyola College in Maryland
Anthony Morrow,2009,2017,G,5-Jun,77,210,27-Sep-85,Georgia Institute of Technology
Dwayne Morton,1995,1995,F,7-Jun,79,195,8-Aug-71,University of Louisville
John Morton,1990,1992,G,3-Jun,75,180,18-May-67,Seton Hall University
Richard Morton,1989,1989,G,3-Jun,75,190,2-Feb-66,"California State University, Fullerton"
Perry Moss,1986,1987,G,2-Jun,74,185,11-Nov-58,Northeastern University
Lawrence Moten,1996,1998,G,5-Jun,77,185,25-Mar-72,Syracuse University
Donatas Motiejunas,2013,2017,F,Jul-00,84,222,20-Sep-90,
Johnathan Motley,2018,2018,F,9-Jun,81,238,4-May-95,Baylor University
Hanno Mottola,2001,2002,C,11-Jun,83,247,9-Sep-76,University of Utah
Arnett Moultrie,2013,2014,F,11-Jun,83,249,18-Nov-90,Mississippi State University
Alonzo Mourning,1993,2008,C,10-Jun,82,240,8-Feb-70,Georgetown University
Timofey Mozgov,2011,2018,C,1-Jul,85,275,16-Jul-86,
Emmanuel Mudiay,2016,2018,G,5-Jun,77,200,5-Mar-96,
Shabazz Muhammad,2014,2018,F,6-Jun,78,223,13-Nov-92,"University of California, Los Angeles"
Byron Mullens,2010,2014,C,Jul-00,84,275,14-Feb-89,Ohio State University
Chris Mullin,1986,2001,F,6-Jun,78,200,30-Jul-63,St. John's University
Todd Mundt,1996,1996,C,Jul-00,84,250,17-May-70,Delta State University
Xavier Munford,2016,2016,G,2-Jun,74,180,1-Jun-92,University of Rhode Island
Chris Munk,1991,1991,F,9-Jun,81,225,5-Aug-67,University of Southern California
Eric Murdock,1992,2000,G,1-Jun,73,190,14-Jun-68,Providence College
Gheorghe Muresan,1994,2000,C,7-Jul,91,303,14-Feb-71,
Erik Murphy,2014,2014,F,10-Jun,82,230,26-Oct-90,University of Florida
Jay Murphy,1985,1988,F,9-Jun,81,220,26-Jun-62,Boston College
Kevin Murphy,2013,2013,G,5-Jun,77,185,6-Mar-90,Tennessee Technological University
Ronnie Murphy,1988,1988,F,5-Jun,77,225,29-Jul-64,Jacksonville University
Tod Murphy,1988,1994,C,9-Jun,81,220,24-Dec-63,"University of California, Irvine"
Troy Murphy,2002,2013,F,11-Jun,83,245,2-May-80,University of Notre Dame
Dejounte Murray,2017,2018,G,5-Jun,77,170,19-Sep-96,University of Washington
Jamal Murray,2017,2018,G,4-Jun,76,207,23-Feb-97,University of Kentucky
Lamond Murray,1995,2006,F,7-Jun,79,236,20-Apr-73,University of California
Ronald Murray,2003,2010,G,4-Jun,76,190,29-Jul-79,Shaw University
Tracy Murray,1993,2004,F,7-Jun,79,225,25-Jul-71,"University of California, Los Angeles"
Toure' Murry,2014,2015,G,5-Jun,77,195,8-Nov-89,Wichita State University
Mike Muscala,2014,2018,F,11-Jun,83,240,1-Jul-91,Bucknell University
Jerrod Mustaf,1991,1994,F,10-Jun,82,238,28-Oct-69,University of Maryland
Dikembe Mutombo,1992,2009,C,2-Jul,86,245,25-Jun-66,Georgetown University
Martin Muursepp,1997,1998,F,9-Jun,81,235,26-Sep-74,
Pete Myers,1987,1998,G,6-Jun,78,180,15-Sep-63,University of Arkansas at Little Rock
Hamady N'Diaye,2011,2014,C,Jul-00,84,235,12-Jan-87,Rutgers University
Makhtar N'Diaye,1999,1999,F,8-Jun,80,245,12-Dec-73,University of North Carolina
Mamadou N'Diaye,2001,2005,C,Jul-00,84,255,16-Jun-75,Auburn University
Boniface N'Dong,2006,2006,C,Jul-00,84,198,9-Mar-77,
Bostjan Nachbar,2003,2008,F,9-Jun,81,221,3-Jul-80,
Abdel Nader,2018,2018,F,6-Jun,78,230,25-Sep-93,Iowa State University
Lee Nailon,2001,2006,F,9-Jun,81,238,22-Feb-75,Texas Christian University
Eduardo Najera,2001,2012,F,8-Jun,80,240,11-Jul-76,University of Oklahoma
Larry Nance,1982,1994,F,10-Jun,82,205,12-Feb-59,Clemson University
Larry Nance Jr.,2016,2018,F,9-Jun,81,230,1-Jan-93,University of Wyoming
Shabazz Napier,2015,2018,G,1-Jun,73,175,14-Jul-91,University of Connecticut
Steve Nash,1997,2014,G,3-Jun,75,195,7-Feb-74,Santa Clara University
Howard Nathan,1996,1996,G,11-May,71,175,21-Jan-72,University of Louisiana at Monroe
Calvin Natt,1980,1990,F,6-Jun,78,220,8-Jan-57,University of Louisiana at Monroe
Kenny Natt,1981,1985,G,3-Jun,75,185,5-Oct-58,University of Louisiana at Monroe
Juan Carlos Navarro,2008,2008,G,3-Jun,75,170,13-Jun-80,
Maurice Ndour,2017,2017,F,9-Jun,81,200,18-Jun-92,Ohio University
Craig Neal,1989,1991,G,5-Jun,77,165,16-Feb-64,Georgia Institute of Technology
Gary Neal,2011,2017,G,4-Jun,76,210,3-Oct-84,Towson University
Ed Nealy,1983,1993,F,7-Jun,79,238,19-Feb-60,Kansas State University
Nemanja Nedovic,2014,2014,G,3-Jun,75,192,16-Jun-91,
DeMarcus Nelson,2009,2009,G,4-Jun,76,200,2-Nov-85,Duke University
Jameer Nelson,2005,2018,G,Jun-00,72,190,9-Feb-82,Saint Joseph's University
Ruben Nembhard,1997,1997,G,3-Jun,75,208,20-Feb-72,Weber State University
Tyrone Nesby,1999,2002,F,6-Jun,78,225,31-Jan-76,"University of Nevada, Las Vegas"
Martin Nessley,1988,1988,C,2-Jul,86,260,16-Feb-65,Duke University
Rasho Nesterovic,1999,2010,C,Jul-00,84,248,30-May-76,
Raul Neto,2016,2018,G,1-Jun,73,179,19-May-92,
Chuck Nevitt,1983,1994,C,5-Jul,89,217,13-Jun-59,North Carolina State University
Melvin Newbern,1993,1993,G,4-Jun,76,200,11-Jun-67,University of Minnesota
Ivano Newbill,1995,1998,F,9-Jun,81,245,12-Dec-70,Georgia Institute of Technology
Ira Newble,2001,2008,F,7-Jun,79,220,20-Jan-75,Miami University
Johnny Newman,1987,2002,F,7-Jun,79,190,28-Nov-63,University of Richmond
Georges Niang,2017,2017,F,8-Jun,80,230,17-Jun-93,Iowa State University
Demetris Nichols,2008,2009,F,8-Jun,80,216,4-Sep-84,Syracuse University
Andrew Nicholson,2013,2017,F,9-Jun,81,250,8-Dec-89,St. Bonaventure University
Gaylon Nickerson,1997,1997,G,3-Jun,75,190,5-Feb-69,Northwestern Oklahoma State University
Carl Nicks,1981,1983,G,1-Jun,73,175,6-Oct-58,Indiana State University
Mike Niles,1981,1981,F,6-Jun,78,225,31-Mar-55,"California State University, Fullerton"
Kurt Nimphius,1982,1990,C,10-Jun,82,218,13-Mar-58,Arizona State University
Dyron Nix,1990,1990,F,7-Jun,79,210,11-Feb-67,University of Tennessee
Joakim Noah,2008,2018,C,11-Jun,83,230,25-Feb-85,University of Florida
Andres Nocioni,2005,2012,F,7-Jun,79,225,30-Nov-79,
David Noel,2007,2007,F,6-Jun,78,230,27-Feb-84,University of North Carolina
Nerlens Noel,2015,2018,C,11-Jun,83,228,10-Apr-94,University of Kentucky
Lucas Nogueira,2015,2018,C,Jul-00,84,241,26-Jul-92,
Jeff Nordgaard,1998,1998,F,7-Jun,79,225,23-Feb-73,University of Wisconsin-Green Bay
Ken Norman,1988,1997,F,8-Jun,80,215,5-Sep-64,University of Illinois at Urbana-Champaign
Audie Norris,1983,1985,C,9-Jun,81,230,18-Dec-60,Jackson State University
Moochie Norris,1997,2006,G,1-Jun,73,175,27-Jul-73,University of West Florida
Sylvester Norris,1980,1980,C,11-Jun,83,220,18-Feb-57,Jackson State University
Steve Novak,2007,2017,F,10-Jun,82,225,13-Jun-83,Marquette University
Dirk Nowitzki,1999,2018,F,Jul-00,84,245,19-Jun-78,
Frank Ntilikina,2018,2018,G,5-Jun,77,190,28-Jul-98,
James Nunnally,2014,2014,F,7-Jun,79,205,14-Jul-90,"University of California, Santa Barbara"
Jusuf Nurkic,2015,2018,C,Jul-00,84,280,23-Aug-94,
Dennis Nutt,1987,1987,G,2-Jun,74,170,25-Mar-63,Texas Christian University
David Nwaba,2017,2018,G,4-Jun,76,209,14-Jan-93,"California Polytechnic State University, San Luis Obispo"
Julius Nwosu,1995,1995,C,10-Jun,82,255,1-May-71,Liberty University
Charles O'Bannon,1998,1999,G,5-Jun,77,209,22-Feb-75,"University of California, Los Angeles"
Ed O'Bannon,1996,1997,F,8-Jun,80,222,14-Aug-72,"University of California, Los Angeles"
J.J. O'Brien,2016,2016,F,7-Jun,79,228,8-Apr-92,San Diego State University
Johnny O'Bryant,2015,2018,F,9-Jun,81,257,1-Jun-93,Louisiana State University
Patrick O'Bryant,2007,2010,C,Jul-00,84,260,20-Jun-86,Bradley University
Mike O'Koren,1981,1988,F,7-Jun,79,207,7-Feb-58,University of North Carolina
Jermaine O'Neal,1997,2014,F,11-Jun,83,226,13-Oct-78,
Shaquille O'Neal,1993,2011,C,1-Jul,85,325,6-Mar-72,Louisiana State University
Royce O'Neale,2018,2018,F,6-Jun,78,215,5-Jun-93,Baylor University
Kyle O'Quinn,2013,2018,F,10-Jun,82,250,26-Mar-90,Norfolk State University
Dan O'Sullivan,1991,1996,C,10-Jun,82,250,3-Mar-68,Fordham University
Charles Oakley,1986,2004,F,8-Jun,80,225,18-Dec-63,Virginia Union University
Fabricio Oberto,2006,2011,C,10-Jun,82,245,21-Mar-75,
Daniel Ochefu,2017,2017,C,11-Jun,83,245,15-Dec-93,Villanova University
Greg Oden,2009,2014,C,Jul-00,84,250,22-Jan-88,Ohio State University
Lamar Odom,2000,2013,F,10-Jun,82,220,6-Nov-79,University of Rhode Island
Alan Ogg,1991,1993,C,2-Jul,86,240,5-Jul-67,University of Alabama at Birmingham
Tim Ohlbrecht,2013,2013,C,11-Jun,83,255,30-Aug-88,
Semi Ojeleye,2018,2018,F,7-Jun,79,241,5-Dec-94,Southern Methodist University
Emeka Okafor,2005,2013,C,10-Jun,82,252,28-Sep-82,University of Connecticut
Jahlil Okafor,2016,2018,C,11-Jun,83,275,15-Dec-95,Duke University
Mehmet Okur,2003,2012,C,11-Jun,83,249,26-May-79,
Victor Oladipo,2014,2018,G,4-Jun,76,210,4-May-92,Indiana University
Hakeem Olajuwon,1985,2002,C,Jul-00,84,255,21-Jan-63,University of Houston
Jawann Oldham,1981,1991,C,Jul-00,84,215,4-Jul-57,Seattle University
Brian Oliver,1991,1998,G,4-Jun,76,210,1-Jun-68,Georgia Institute of Technology
Dean Oliver,2002,2003,G,11-May,71,180,5-Nov-78,University of Iowa
Jimmy Oliver,1992,1999,G,5-Jun,77,205,12-Jul-69,Purdue University
Kevin Ollie,1998,2010,G,4-Jun,76,195,27-Dec-72,University of Connecticut
Michael Olowokandi,1999,2007,C,Jul-00,84,269,3-Apr-75,University of the Pacific
Kelly Olynyk,2014,2018,C,Jul-00,84,238,19-Apr-91,Gonzaga University
Arinze Onuaku,2014,2017,C,9-Jun,81,255,13-Jul-87,Syracuse University
Chinanu Onuaku,2017,2017,F,10-Jun,82,245,1-Nov-96,University of Louisville
Louis Orr,1981,1988,F,8-Jun,80,175,7-May-58,Syracuse University
Jose Ortiz,1989,1990,F,10-Jun,82,225,25-Oct-63,Oregon State University
Daniel Orton,2012,2014,C,10-Jun,82,255,6-Aug-90,University of Kentucky
Cedi Osman,2018,2018,F,8-Jun,80,210,8-Apr-95,
Greg Ostertag,1996,2006,C,2-Jul,86,280,6-Mar-73,University of Kansas
Matt Othick,1993,1993,G,2-Jun,74,165,16-Mar-69,University of Arizona
Kelly Oubre,2016,2018,F,7-Jun,79,205,9-Dec-95,University of Kansas
Bo Outlaw,1994,2008,F,8-Jun,80,210,13-Apr-71,University of Houston
Travis Outlaw,2004,2014,F,9-Jun,81,210,18-Sep-84,
Doug Overton,1993,2004,G,3-Jun,75,190,3-Aug-69,La Salle University
Andre Owens,2006,2008,G,4-Jun,76,200,31-Oct-80,University of Houston
Billy Owens,1992,2001,F,8-Jun,80,220,1-May-69,Syracuse University
Chris Owens,2003,2003,F,7-Jun,79,245,1-Mar-79,University of Texas at Austin
Keith Owens,1992,1992,F,7-Jun,79,225,31-May-69,"University of California, Los Angeles"
Larry Owens,2011,2012,F,7-Jun,79,210,8-Jan-83,Oral Roberts University
Ray Owes,1997,1997,F,9-Jun,81,224,11-Dec-72,University of Arizona
Olumide Oyedeji,2001,2003,C,10-Jun,82,240,11-May-81,
Zaza Pachulia,2004,2018,C,11-Jun,83,270,10-Feb-84,
Robert Pack,1992,2004,G,2-Jun,74,180,3-Feb-69,University of Southern California
Gerald Paddio,1991,1994,F,7-Jun,79,205,21-Apr-65,"University of Nevada, Las Vegas"
Scott Padgett,2000,2007,F,9-Jun,81,240,19-Apr-76,University of Kentucky
Marcus Paige,2018,2018,G,1-Jun,73,175,11-Sep-93,University of North Carolina
Milt Palacio,2000,2006,G,3-Jun,75,195,7-Feb-78,Colorado State University
Walter Palmer,1991,1993,C,1-Jul,85,215,23-Oct-68,Dartmouth College
Andy Panko,2001,2001,F,9-Jun,81,222,27-Nov-77,Lebanon Valley College
Georgios Papagiannis,2017,2018,C,1-Jul,85,240,3-Jul-97,
Kostas Papanikolaou,2015,2016,F,8-Jun,80,225,31-Jul-90,
Jannero Pargo,2003,2015,G,1-Jun,73,175,22-Oct-79,University of Arkansas
Jeremy Pargo,2012,2013,G,2-Jun,74,219,17-Mar-86,Gonzaga University
Anthony Parker,1998,2012,G,6-Jun,78,215,19-Jun-75,Bradley University
Jabari Parker,2015,2017,F,8-Jun,80,250,15-Mar-95,Duke University
Smush Parker,2003,2008,G,4-Jun,76,190,1-Jun-81,Fordham University
Tony Parker,2002,2018,G,2-Jun,74,185,17-May-82,
Cherokee Parks,1996,2004,C,11-Jun,83,235,11-Oct-72,Duke University
Chandler Parsons,2012,2018,F,10-Jun,82,230,25-Oct-88,University of Florida
Zarko Paspalj,1990,1990,F,9-Jun,81,215,27-Mar-66,
Myles Patrick,1981,1981,F,8-Jun,80,220,19-Nov-54,Auburn University
Andrae Patterson,1999,2000,F,9-Jun,81,238,12-Nov-75,Indiana University
Lamar Patterson,2016,2017,G,5-Jun,77,225,12-Aug-91,University of Pittsburgh
Patrick Patterson,2011,2018,F,9-Jun,81,230,14-Mar-89,University of Kentucky
Ruben Patterson,1999,2008,F,5-Jun,77,224,31-Jul-75,University of Cincinnati
Brandon Paul,2018,2018,G,4-Jun,76,200,30-Apr-91,University of Illinois at Urbana-Champaign
Chris Paul,2006,2018,G,Jun-00,72,175,6-May-85,Wake Forest University
Sasha Pavlovic,2004,2013,G,8-Jun,80,220,15-Nov-83,
Jim Paxson,1980,1990,G,6-Jun,78,200,9-Jul-57,University of Dayton
John Paxson,1984,1994,G,2-Jun,74,185,29-Sep-60,University of Notre Dame
Adreian Payne,2015,2018,F,10-Jun,82,237,19-Feb-91,Michigan State University
Cameron Payne,2016,2017,G,3-Jun,75,185,8-Aug-94,Murray State University
Kenny Payne,1990,1993,F,8-Jun,80,195,25-Nov-66,University of Louisville
Elfrid Payton,2015,2018,G,4-Jun,76,185,22-Feb-94,University of Louisiana at Lafayette
Gary Payton,1991,2007,G,4-Jun,76,180,23-Jul-68,Oregon State University
Oleksiy Pecherov,2008,2010,C,Jul-00,84,232,8-Dec-85,
Wiley Peck,1980,1980,G,7-Jun,79,220,15-Sep-57,Mississippi State University
Anthony Peeler,1993,2005,G,4-Jun,76,208,25-Nov-69,University of Missouri
Nikola Pekovic,2011,2016,C,11-Jun,83,307,3-Jan-86,
Sam Pellom,1980,1983,F,9-Jun,81,225,2-Oct-51,"University at Buffalo, State University of New York"
Mike Penberthy,2001,2002,G,3-Jun,75,185,29-Nov-74,Master's College
Desmond Penigar,2004,2004,F,7-Jun,79,245,16-Jul-81,Utah State University
Kirk Penney,2004,2005,G,5-Jun,77,220,23-Nov-80,University of Wisconsin
Mike Peplowski,1994,1996,C,10-Jun,82,270,15-Oct-70,Michigan State University
Will Perdue,1989,2001,C,Jul-00,84,240,29-Aug-65,Vanderbilt University
Kendrick Perkins,2004,2016,C,10-Jun,82,270,10-Nov-84,
Sam Perkins,1985,2001,F,9-Jun,81,235,14-Jun-61,University of North Carolina
Kosta Perovic,2008,2008,C,2-Jul,86,240,19-Feb-85,
London Perrantes,2018,2018,G,2-Jun,74,200,3-Oct-94,University of Virginia
Elliot Perry,1992,2002,G,Jun-00,72,150,28-Mar-69,University of Memphis
Tim Perry,1989,1996,F,9-Jun,81,200,4-Jun-65,Temple University
Chuck Person,1987,2000,F,8-Jun,80,220,27-Jun-64,Auburn University
Wesley Person,1995,2005,G,6-Jun,78,195,28-Mar-71,Auburn University
Alec Peters,2018,2018,F,9-Jun,81,232,13-Apr-95,Valparaiso University
Jim Petersen,1985,1992,F,10-Jun,82,235,22-Feb-62,University of Minnesota
Morris Peterson,2001,2011,F,7-Jun,79,218,26-Aug-77,Michigan State University
Johan Petro,2006,2013,C,Jul-00,84,247,27-Jan-86,
Drazen Petrovic,1990,1993,G,5-Jun,77,195,22-Oct-64,
Richard Petruska,1994,1994,C,10-Jun,82,260,25-Jan-69,"University of California, Los Angeles"
Derrick Phelps,1995,1995,G,4-Jun,76,181,31-Jul-72,University of North Carolina
Michael Phelps,1986,1988,G,4-Jun,76,180,3-Oct-61,Alcorn State University
Eddie Phillips,1983,1983,F,7-Jun,79,225,29-Sep-61,University of Alabama
Bobby Phills,1992,2000,G,5-Jun,77,210,20-Dec-69,Southern University and A&M College
Eric Piatkowski,1995,2008,G,7-Jun,79,215,30-Sep-70,University of Nebraska
Paul Pierce,1999,2017,F,7-Jun,79,235,13-Oct-77,University of Kansas
Ricky Pierce,1983,1998,G,4-Jun,76,205,19-Aug-59,Rice University
Mickael Pietrus,2004,2013,G,6-Jun,78,215,7-Feb-82,
Ed Pinckney,1986,1997,F,9-Jun,81,195,27-Mar-63,Villanova University
Kevinn Pinkney,2007,2007,F,10-Jun,82,245,20-Oct-83,"University of Nevada, Reno"
John Pinone,1984,1984,F,8-Jun,80,230,19-Feb-61,Villanova University
Tom Piotrowski,1984,1984,C,1-Jul,85,240,17-Oct-60,La Salle University
Scottie Pippen,1988,2004,F,8-Jun,80,210,25-Sep-65,University of Central Arkansas
Charles Pittman,1983,1986,F,8-Jun,80,220,23-Mar-58,University of Maryland
Dexter Pittman,2011,2014,C,11-Jun,83,308,2-Mar-88,University of Texas at Austin
Zoran Planinic,2004,2006,G,7-Jun,79,195,12-Sep-82,
Tibor Pleiss,2016,2016,C,3-Jul,87,256,2-Nov-89,
Marshall Plumlee,2017,2017,C,Jul-00,84,250,14-Jul-92,Duke University
Mason Plumlee,2014,2018,C,11-Jun,83,245,5-Mar-90,Duke University
Miles Plumlee,2013,2018,C,11-Jun,83,249,1-Sep-88,Duke University
Gary Plummer,1985,1993,F,9-Jun,81,215,21-Feb-62,Boston University
Pavel Podkolzin,2005,2006,C,5-Jul,89,260,15-Jan-85,
Jakob Poeltl,2017,2018,C,Jul-00,84,248,15-Oct-95,University of Utah
Dwayne Polee,1987,1987,G,5-Jun,77,180,2-Mar-63,Pepperdine University
Scot Pollard,1998,2008,C,11-Jun,83,265,12-Feb-75,University of Kansas
Olden Polynice,1988,2004,C,11-Jun,83,220,21-Nov-64,University of Virginia
Quincy Pondexter,2011,2018,G,7-Jun,79,220,10-Mar-88,University of Washington
David Pope,1985,1986,F,7-Jun,79,220,15-Apr-62,Norfolk State University
Mark Pope,1998,2005,F,10-Jun,82,235,11-Sep-72,University of Kentucky
Dave Popson,1989,1992,F,10-Jun,82,220,17-May-64,University of North Carolina
Chris Porter,2001,2001,F,7-Jun,79,218,9-May-78,Auburn University
Otto Porter,2014,2018,F,8-Jun,80,198,3-Jun-93,Georgetown University
Terry Porter,1986,2002,G,3-Jun,75,195,8-Apr-63,University of Wisconsin-Stevens Point
Bobby Portis,2016,2018,F,11-Jun,83,230,10-Feb-95,University of Arkansas
Kristaps Porzingis,2016,2018,F,3-Jul,87,240,2-Aug-95,
James Posey,2000,2011,F,8-Jun,80,215,13-Jan-77,Xavier University
Lavor Postell,2001,2003,G,5-Jun,77,215,26-Feb-78,St. John's University
Vitaly Potapenko,1997,2007,C,10-Jun,82,280,21-Mar-75,Wright State University
Leon Powe,2007,2011,F,8-Jun,80,240,22-Jan-84,University of California
Dwight Powell,2015,2018,F,11-Jun,83,240,20-Jul-91,Stanford University
Josh Powell,2006,2014,F,9-Jun,81,225,25-Jan-83,North Carolina State University
Kasib Powell,2008,2008,F,7-Jun,79,215,18-Mar-81,Texas Tech University
Norman Powell,2016,2018,G,4-Jun,76,215,25-May-93,"University of California, Los Angeles"
Roger Powell,2007,2007,F,6-Jun,78,235,15-Jan-83,University of Illinois at Urbana-Champaign
Alex Poythress,2017,2018,F,7-Jun,79,238,6-Sep-93,University of Kentucky
Paul Pressey,1983,1993,G,5-Jun,77,185,24-Dec-58,University of Tulsa
Phil Pressey,2014,2016,G,11-May,71,175,17-Feb-91,University of Missouri
Dominic Pressley,1989,1989,G,2-Jun,74,170,30-May-64,Boston College
Harold Pressley,1987,1990,F,7-Jun,79,210,14-Jul-63,Villanova University
A.J. Price,2010,2015,G,2-Jun,74,181,7-Oct-86,University of Connecticut
Brent Price,1993,2002,G,1-Jun,73,165,9-Dec-68,University of Oklahoma
Mark Price,1987,1998,G,Jun-00,72,170,15-Feb-64,Georgia Institute of Technology
Ronnie Price,2006,2017,G,2-Jun,74,190,21-Jun-83,Utah Valley State College
Tony Price,1981,1981,G,6-Jun,78,190,5-Jan-57,University of Pennsylvania
Pablo Prigioni,2013,2016,G,3-Jun,75,185,17-May-77,
Tayshaun Prince,2003,2016,F,9-Jun,81,212,28-Feb-80,University of Kentucky
Kevin Pritchard,1991,1996,G,3-Jun,75,180,17-Jul-67,University of Kansas
Laron Profit,2000,2006,G,5-Jun,77,204,5-Aug-77,University of Maryland
Gabe Pruitt,2008,2009,G,4-Jun,76,170,19-Apr-86,University of Southern California
